Temperature_C,Storage_Modulus_MPa,Tan_Delta
25.0,1279.9869439737852,0.12000000000000297
25.70281124497992,1279.9855650801092,0.12000000000000524
26.40562248995984,1279.984040558472,0.12000000000000924
27.10843373493976,1279.9823550292185,0.1200000000000162
27.811244979919678,1279.9804914885558,0.12000000000002826
28.514056224899598,1279.9784311370606,0.12000000000004904
29.216867469879517,1279.976153190085,0.12000000000008466
29.919678714859437,1279.973634668146,0.12000000000014543
30.622489959839356,1279.9708501651933,0.12000000000024856
31.325301204819276,1279.9677715924186,0.12000000000042266
32.028112449799195,1279.9643678950256,0.1200000000007151
32.730923694779115,1279.9606047391155,0.12000000000120378
33.433734939759034,1279.9564441655289,0.12000000000201624
34.136546184738954,1279.951844207166,0.12000000000336004
34.83935742971887,1279.9467584659371,0.12000000000557134
35.54216867469879,1279.9411356450858,0.12000000000919148
36.24497991967871,1279.9349190321857,0.12000000001508765
36.94779116465863,1279.9280459276179,0.1200000000246416
37.65060240963855,1279.9204470127847,0.12000000004004306
38.35341365461847,1279.912045651722,0.12000000006474357
39.05622489959839,1279.902757119102,0.12000000010415428
39.75903614457831,1279.8924877468814,0.12000000016671267
40.46184738955823,1279.8811339810516,0.12000000026550403
41.164658634538156,1279.8685813390368,0.12000000042071181
41.86746987951807,1279.8547032573167,0.120000000663299
42.570281124497996,1279.8393598177463,0.12000000104050705
43.27309236947791,1279.8223963398584,0.12000000162402145
43.975903614457835,1279.8036418251008,0.12000000252202596
44.67871485943775,1279.7829072375114,0.12000000389689218
45.381526104417674,1279.7599836037148,0.12000000599098565
46.084337349397586,1279.7346399133705,0.12000000916408735
46.78714859437751,1279.7066207992348,0.12000001394733432
47.489959839357425,1279.6756439738697,0.12000002112050283
48.19277108433735,1279.6413973976655,0.12000003182206415
48.895582329317264,1279.6035361502486,0.12000004770495508
49.59839357429719,1279.5616789745015,0.12000007115569855
50.3012048192771,1279.5154044592923,0.12000010560073306
51.00401606425703,1279.464246823577,0.12000015593199323
51.70682730923694,1279.407691260781,0.12000022909445561
52.40963855421687,1279.3451687982465,0.12000033489215821
53.11244979919678,1279.276050622028,0.12000048708687666
53.81526104417671,1279.1996418124006,0.12000070488607349
54.51807228915662,1279.1151744300812,0.12000101494494007
55.22088353413655,1279.021799887314,0.12000145404245204
55.92369477911646,1278.9185805316292,0.1200020726345857
56.626506024096386,1278.8044803631801,0.12000293954048873
57.329317269076306,1278.6783547991236,0.12000414808075892
58.032128514056225,1278.5389393904445,0.12000582406228287
58.734939759036145,1278.3848373879764,0.12000813609234777
59.437751004016064,1278.2145060450805,0.12001130880665398
60.140562248995984,1278.0262415345398,0.12001563971157897
60.8433734939759,1277.8181623466917,0.12002152046997473
61.54618473895582,1277.588191024709,0.12002946360029189
62.24899598393574,1277.3340340812722,0.120040135707957
62.95180722891566,1277.0531599287583,0.12005439852107037
63.65461847389558,1276.7427746425892,0.12007335915302825
64.3574297188755,1276.3997953647154,0.12009843115367692
65.06024096385542,1276.0208211415652,0.12013140802654002
65.76305220883535,1275.602100978444,0.12017455096818498
66.46586345381526,1275.1394988807065,0.12023069260967574
67.16867469879517,1274.6284556415058,0.12030335848927044
