Temperature_C,Dimension_mm
25.0,10.0
25.62248995983936,10.012449799196787
26.24497991967872,10.024899598393574
26.867469879518072,10.03734939759036
27.48995983935743,10.049799196787149
28.11244979919679,10.062248995983936
28.734939759036145,10.074698795180725
29.3574297188755,10.08714859437751
29.979919678714857,10.099598393574295
30.602409638554217,10.112048192771084
31.224899598393574,10.124497991967871
31.847389558232933,10.136947791164658
32.46987951807229,10.149397590361446
33.092369477911646,10.161847389558233
33.714859437751,10.17429718875502
34.33734939759036,10.186746987951809
34.959839357429715,10.199196787148594
35.58232931726908,10.21164658634538
36.20481927710844,10.224096385542168
36.82730923694779,10.236546184738955
37.44979919678715,10.248995983935744
38.0722891566265,10.26144578313253
38.69477911646587,10.273895582329317
39.31726907630522,10.286345381526104
39.93975903614458,10.298795180722893
40.562248995983936,10.311244979919678
41.18473895582329,10.323694779116463
41.80722891566265,10.336144578313252
42.429718875502,10.34859437751004
43.05220883534136,10.361044176706828
43.67469879518072,10.373493975903614
44.29718875502008,10.3859437751004
44.91967871485944,10.398393574297188
45.54216867469879,10.410843373493975
46.16465863453816,10.423293172690762
46.78714859437751,10.43574297188755
47.40963855421687,10.448192771084337
48.03212851405623,10.460642570281124
48.65461847389558,10.47309236947791
49.27710843373494,10.485542168674698
49.89959839357429,10.497991967871483
50.52208835341365,10.510441767068272
51.14457831325301,10.52289156626506
51.76706827309236,10.535341365461846
52.389558232931726,10.547791164658635
53.01204819277108,10.560240963855422
53.63453815261044,10.57269076305221
54.2570281124498,10.585140562248997
54.87951807228916,10.597590361445784
55.50200803212852,10.610040160642573
56.12449799196787,10.622489959839358
56.74698795180723,10.634939759036143
57.36947791164658,10.647389558232932
57.99196787148594,10.65983935742972
58.614457831325296,10.672289156626508
59.23694779116466,10.684738955823294
59.859437751004016,10.69718875502008
60.48192771084337,10.709638554216868
61.10441767068273,10.722088353413657
61.726907630522085,10.734538152610442
62.34939759036144,10.74698795180723
62.971887550200805,10.759437751004016
63.59437751004016,10.771887550200804
64.21686746987952,10.78433734939759
64.83935742971887,10.796787148594378
65.46184738955823,10.809236947791163
66.08433734939759,10.821686746987952
66.70682730923694,10.83413654618474
67.32931726907631,10.846586345381526
67.95180722891567,10.859036144578312
68.57429718875503,10.8714859437751
69.19678714859438,10.883935742971888
69.81927710843374,10.896385542168677
70.4417670682731,10.908835341365462
71.06425702811245,10.921285140562247
71.6867469879518,10.933734939759036
72.30923694779116,10.946184738955823
72.93172690763052,10.95863453815261
73.55421686746988,10.971084337349398
74.17670682730923,10.983534136546185
74.79919678714859,10.995983935742972
75.42168674698794,11.00843373493976
76.0441767068273,11.020883534136546
76.66666666666666,11.033333333333331
77.28915662650601,11.04578313253012
77.91164658634537,11.058232931726907
78.53413654618473,11.070682730923696
79.1566265060241,11.083132530120482
79.77911646586345,11.095582329317269
80.40160642570281,11.108032128514056
81.02409638554217,11.120481927710845
81.64658634538152,11.13293172690763
82.26907630522088,11.145381526104416
82.89156626506025,11.157831325301204
83.5140562248996,11.170281124497992
84.13654618473896,11.18273092369478
84.75903614457832,11.195180722891566
85.38152610441767,11.207630522088351
86.00401606425703,11.22008032128514
86.62650602409639,11.232530120481927
87.24899598393574,11.244979919678714
87.8714859437751,11.2574297188755
88.49397590361446,11.269879518072289
89.11646586345381,11.282329317269076
89.73895582329317,11.294779116465865
90.36144578313252,11.30722891566265
90.98393574297188,11.319678714859435
91.60642570281124,11.332128514056224
92.2289156626506,11.344578313253011
92.85140562248996,11.3570281124498
93.47389558232932,11.369477911646587
94.09638554216868,11.381927710843376
94.71887550200805,11.394377510040162
95.3413654618474,11.406827309236949
95.96385542168674,11.419277108433736
96.5863453815261,11.431726907630525
97.20883534136546,11.44417670682731
97.8313253012048,11.456626506024095
98.45381526104416,11.469076305220884
99.07630522088353,11.481526104417672
99.69879518072288,11.49397590361446
100.32128514056224,11.506425702811246
100.9437751004016,11.518875502008031
101.56626506024097,11.53132530120482
102.18875502008032,11.543775100401607
102.81124497991968,11.556224899598394
103.43373493975903,11.56867469879518
104.0562248995984,11.581124497991969
104.67871485943776,11.593574297188756
105.3012048192771,11.606024096385545
105.92369477911646,11.61847389558233
106.54618473895582,11.630923694779115
107.16867469879516,11.643373493975904
107.79116465863451,11.655823293172691
108.41365461847388,11.668273092369478
109.03614457831326,11.680722891566266
109.6586345381526,11.693172690763053
110.28112449799195,11.705654102353188
110.90361445783132,11.718398896791989
111.52610441767068,11.731453686230868
112.14859437751004,11.744818470669829
112.7710843373494,11.75849325010887
113.39357429718876,11.772478024547992
114.0160642570281,11.786772793987192
114.63855421686746,11.801377558426475
115.26104417670682,11.81629231786584
115.88353413654616,11.831517072305283
116.50602409638552,11.847051821744811
117.1285140562249,11.862896566184416
117.75100401606426,11.879051305624102
118.3734939759036,11.89551604006387
118.99598393574296,11.912290769503718
119.61847389558233,11.929375493943644
120.24096385542168,11.946770213383656
120.86345381526104,11.964474927823744
121.4859437751004,11.982489637263916
122.10843373493977,12.000814341704164
122.73092369477912,12.019449041144496
123.35341365461846,12.03839373558491
123.97590361445782,12.057648425025402
124.59839357429718,12.077213109465976
125.22088353413656,12.09708778890663
125.8433734939759,12.117272463347366
126.46586345381526,12.13776713278818
127.08835341365462,12.158571797229076
127.71084337349396,12.179686456670051
128.33333333333331,12.20111111111111
128.95582329317267,12.222845760552248
129.57831325301203,12.244890404993468
130.20080321285138,12.267245044434766
130.82329317269074,12.289909678876146
131.4457831325301,12.312884308317606
132.06827309236945,12.336168932759149
132.69076305220884,12.359763552200771
133.3132530120482,12.383668166642472
133.93574297188755,12.407882776084255
134.5582329317269,12.43240738052612
135.18072289156626,12.457241979968064
135.80321285140562,12.48238657441009
136.42570281124495,12.507841163852197
137.04819277108433,12.53360574829438
137.6706827309237,12.559680327736649
138.29317269076304,12.586064902178997
138.9156626506024,12.612759471621423
139.53815261044176,12.639764036063934
140.1606425702811,12.667078595506522
140.7831325301205,12.694703149949197
141.40562248995985,12.722637699391944
142.0281124497992,12.750882243834775
142.65060240963857,12.779436783277689
143.27309236947792,12.808301317720682
143.89558232931728,12.837475847163756
144.51807228915663,12.86696037160691
145.140562248996,12.896754891050143
145.76305220883535,12.92685940549346
146.3855421686747,12.957273914936856
147.00803212851406,12.987998419380332
147.63052208835342,13.01903291882389
148.25301204819277,13.050377413267528
148.87550200803213,13.082031902711243
149.49799196787149,13.113996387155044
150.12048192771084,13.146270866598924
150.7429718875502,13.178855341042883
151.36546184738955,13.211749810486928
151.9879518072289,13.244954274931048
152.61044176706827,13.27846873437525
153.23293172690762,13.312293188819536
153.85542168674698,13.346427638263895
154.47791164658634,13.380872082708342
155.1004016064257,13.415626522152866
155.72289156626505,13.450690956597471
156.3453815261044,13.486065386042158
156.96787148594376,13.521749810486924
157.59036144578312,13.557744229931773
158.21285140562247,13.594048644376702
158.83534136546183,13.63066305382171
159.4578313253012,13.6675874582668
160.08032128514054,13.70482185771197
160.70281124497993,13.742366252157224
161.32530120481928,13.780220641602556
161.94779116465864,13.818385026047968
162.570281124498,13.85685940549346
163.19277108433735,13.895643779939034
163.8152610441767,13.934738149384687
164.43775100401606,13.974142513830422
165.06024096385542,14.013856873276238
165.68273092369478,14.053881227722131
166.30522088353413,14.09421557716811
166.9277108433735,14.134859921614169
167.55020080321285,14.175814261060305
168.1726907630522,14.217078595506525
168.79518072289156,14.258652924952823
169.41767068273091,14.300537249399202
170.04016064257027,14.342731568845664
170.66265060240963,14.385235883292204
171.28514056224898,14.428050192738826
171.90763052208834,14.47117449718553
172.5301204819277,14.514608796632311
173.15261044176705,14.558353091079177
173.7751004016064,14.60240738052612
174.39759036144576,14.646771664973144
175.02008032128512,14.69144594442025
175.64257028112448,14.736430218867437
176.26506024096383,14.781724488314705
176.88755020080322,14.827328752762051
177.51004016064255,14.87324301220948
178.13253012048193,14.919467266656987
178.7550200803213,14.96600151610458
179.37751004016064,15.01284576055225
180.0,15.06
