Temperature_C,Heat_Flow_W_g
25.0,0.0174300638288253
25.75250836120401,0.0167811694747642
26.505016722408023,0.0160663060954448
27.25752508361204,0.0152882839145764
28.01003344481605,0.0144501614415779
28.762541806020067,0.013555233448168
29.51505016722408,0.0126070180161758
30.267558528428093,0.0116092427074902
31.02006688963211,0.0105658299105144
31.77257525083612,0.0094808814207319
32.525083612040135,0.0083586623159987
33.27759197324415,0.0072035841899512
34.030100334448164,0.0060201878094405
34.78260869565217,0.0048131252641695
35.53511705685619,0.0035871416787051
36.2876254180602,0.002347056558758
37.04013377926422,0.0010977448450602
37.79264214046823,-0.0001558822506806
38.54515050167224,-0.0014088965524115
39.297658862876254,-0.0026563722930552
40.05016722408027,-0.0038934054783597
40.80267558528429,-0.0051151331651571
41.5551839464883,-0.0063167525782446
42.30769230769231,-0.0074935399907369
43.06020066889632,-0.0086408692936698
43.812709030100336,-0.0097542301818539
44.56521739130434,-0.0108292458844888
45.317725752508366,-0.0118616903708353
46.07023411371237,-0.0128475049633085
46.82274247491639,-0.0137828142926827
47.5752508361204,-0.0146639415326875
48.32775919732441,-0.0154874228541041
49.08026755852843,-0.0162500210415422
49.83277591973244,-0.0169487382193671
50.585284280936456,-0.0175808276367507
51.33779264214047,-0.0181438044655168
52.09030100334448,-0.0186354555683334
52.8428093645485,-0.0190538481988525
53.59531772575251,-0.0193973375995944
54.34782608695652,-0.0196645734677099
55.10033444816054,-0.019854505263202
55.85284280936455,-0.0199663863387385
56.60535117056857,-0.0199997768748238
57.357859531772576,-0.0199545456087874
58.11036789297659,-0.0198308703507954
58.862876254180605,-0.0196292372848548
59.61538461538462,-0.0193504390575591
60.36789297658863,-0.0189955716620886
61.12040133779264,-0.0185660301297138
61.87290969899666,-0.0180635030457411
62.62541806020067,-0.0174899659114575
63.37792642140469,-0.0168476733781705
64.13043478260869,-0.0161391503838719
64.88294314381271,-0.015367182227368
65.63545150501673,-0.014534803618897
66.38795986622074,-0.0136452867502767
67.14046822742475,-0.0127021284314797
67.89297658862876,-0.0117090363442055
68.64548494983278,-0.0106699144664865
69.3979933110368,-0.0095888477256278
70.15050167224081,-0.0084700859398104
70.90301003344482,-0.0073180271114869
71.65551839464882,-0.0061372001382445
72.40802675585284,-0.004932247009102
73.16053511705687,-0.0037079045562288
73.91304347826087,-0.0024689858338238
74.66555183946488,-0.0012203611973536
75.41806020066889,3.306084246633817e-05
76.17056856187291,0.0012863529156857
76.92307692307693,0.00253458816327
77.67558528428094,0.0037728596052438
78.42809364548495,0.0049962994306865
79.18060200668896,0.0062000981337488
79.93311036789298,0.0073795234204645
80.685618729097,0.0085299388120326
81.43812709030101,0.0096468218714357
82.19063545150502,0.0107257819817467
82.94314381270902,0.0117625776062313
83.69565217391305,0.0127531329623975
84.44816053511707,0.0136935540444427
