Temperature_C,Mass_percent
25.0,99.99976055069774
26.69172932330827,99.9997243007305
28.383458646616543,99.99968256308055
30.07518796992481,99.99963450706316
31.76691729323308,99.99957917627307
33.45864661654135,99.9995154695651
35.150375939849624,99.99944211915904
36.84210526315789,99.99935766543646
38.53383458646616,99.9992604279295
40.22556390977444,99.9991484719279
41.9172932330827,99.99901957004496
43.609022556390975,99.99887115798305
45.30075187969925,99.99870028362696
46.99248120300752,99.99850354846318
48.68421052631579,99.99827704017348
50.37593984962406,99.99801625508128
52.06766917293233,99.99771600893284
53.7593984962406,99.9973703342727
55.45112781954887,99.9969723624162
57.14285714285714,99.99651418773075
58.83458646616541,99.99598671160616
60.526315789473685,99.99537946311412
62.21804511278195,99.99468039293076
63.909774436090224,99.9938756366073
65.6015037593985,99.99294924272674
67.29323308270676,99.99188286086522
68.98496240601503,99.990655383584
70.67669172932331,99.98924253590344
72.36842105263158,99.98761640485228
74.06015037593986,99.98574490073784
75.75187969924812,99.98359114074898
77.44360902255639,99.98111274438578
79.13533834586465,99.97826102901834
80.82706766917293,99.9749800926312
82.5187969924812,99.97120576954012
84.21052631578948,99.96686444361876
85.90225563909775,99.96187170241475
87.59398496240601,99.95613081456288
89.28571428571428,99.94953101224932
90.97744360902256,99.9419455603345
92.66917293233082,99.93322959433868
94.36090225563908,99.92321771116828
96.05263157894736,99.9117212996244
97.74436090225564,99.89852560293684
99.4360902255639,99.88338651348418
101.12781954887218,99.86602711134292
102.81954887218043,99.84613397437823
104.51127819548871,99.82335330945924
106.203007518797,99.79728698342862
107.89473684210526,99.76748857018164
109.58646616541353,99.7334595781212
111.2781954887218,99.69464608169196
112.96992481203009,99.65043605252512
114.66165413533834,99.60015776988229
116.35338345864662,99.54307978496388
118.04511278195488,99.47841301522972
119.73684210526316,99.40531564572878
121.42857142857144,99.32290160252778
123.1203007518797,99.2302534209659
124.81203007518796,99.12644033455004
126.50375939849624,99.01054232856268
128.1954887218045,98.88168070117904
129.88721804511275,98.7390553192048
131.57894736842104,98.5819882177232
133.2706766917293,98.40997246318592
134.96240601503757,98.22272429928852
136.65413533834587,98.02023559071178
138.34586466165413,97.8028225921533
140.0375939849624,97.57116627316242
141.7293233082707,97.32633903342334
143.42105263157896,97.06981285728276
145.11278195488725,96.80344493295944
146.8045112781955,96.52943853532236
148.49624060150376,96.25027940919138
150.18796992481202,95.96865068181586
151.8796992481203,95.68733202909677
153.57142857142856,95.40909092495076
155.26315789473685,95.1365748986976
156.95488721804512,94.87221358454087
158.64661654135338,94.61813799960238
160.33834586466165,94.37612220994032
162.0300751879699,94.14754978377591
163.72180451127818,93.9334046829469
165.41353383458647,93.73428393241792
167.10526315789474,93.55042780624709
168.796992481203,93.38176246925948
170.48872180451127,93.22794995122382
172.18045112781954,93.08844083418649
173.8721804511278,92.96252589025906
175.5639097744361,92.84938391180678
177.25563909774436,92.74812396555456
178.94736842105263,92.65782116840778
180.6390977443609,92.5775457704206
182.3308270676692,92.50638582601728
184.02255639097743,92.44346405315112
185.7142857142857,92.38794965169724
187.406015037594,92.3390659123776
189.09774436090223,92.296094429891
190.7894736842105,92.25837666766492
192.4812030075188,92.22531352940132
