Temperature_C,Heat_Flow_W_g
25.0,0.01743006382882531
25.752508361204015,0.016781169474764247
26.505016722408026,0.01606630609544488
27.25752508361204,0.015288283914576418
28.010033444816052,0.014450161441577925
28.762541806020067,0.013555233448168008
29.515050167224082,0.012607018016175855
30.267558528428093,0.011609242707490258
31.02006688963211,0.010565829910514461
31.77257525083612,0.009480881420731927
32.525083612040135,0.008358662315998742
33.27759197324415,0.0072035841899512785
34.030100334448164,0.006020187809440564
34.78260869565217,0.004813125264169528
35.53511705685619,0.0035871416787051323
36.2876254180602,0.002347056558758083
37.04013377926422,0.0010977448450602077
37.79264214046823,-0.00015588225068060947
38.54515050167224,-0.0014088965524115555
39.297658862876254,-0.002656372293055215
40.05016722408027,-0.0038934054783597138
40.802675585284284,-0.00511513316515715
41.5551839464883,-0.006316752578244619
42.30769230769231,-0.0074935399907369235
43.06020066889632,-0.0086408692936698
43.812709030100336,-0.00975423018185392
44.565217391304344,-0.010829245884488848
45.317725752508366,-0.011861690370835398
46.070234113712374,-0.012847504963308528
46.82274247491639,-0.013782814292682721
47.575250836120404,-0.01466394153268752
48.32775919732441,-0.015487422854104158
49.08026755852843,-0.016250021041542263
49.83277591973244,-0.016948738219367196
50.585284280936456,-0.017580827636750795
51.33779264214047,-0.018143804465516836
52.09030100334448,-0.018635455568333462
52.8428093645485,-0.019053848198852544
53.59531772575251,-0.019397337599594423
54.34782608695652,-0.019664573467709993
55.10033444816054,-0.019854505263202003
55.852842809364546,-0.019966386338738578
56.60535117056857,-0.019999776874823877
57.357859531772576,-0.01995454560878746
58.11036789297659,-0.01983087035079542
58.862876254180605,-0.019629237284854814
59.61538461538462,-0.019350439057559194
60.36789297658863,-0.018995571662088654
61.12040133779264,-0.018566030129713834
61.87290969899666,-0.0180635030457411
62.62541806020067,-0.0174899659114575
63.37792642140469,-0.016847673378170565
64.13043478260869,-0.01613915038387199
64.88294314381271,-0.015367182227368065
65.63545150501673,-0.014534803618897078
66.38795986622074,-0.013645286750276747
67.14046822742475,-0.012702128431479798
67.89297658862876,-0.011709036344205568
68.64548494983278,-0.010669914466486576
69.3979933110368,-0.009588847725627833
70.15050167224081,-0.00847008593981046
70.90301003344482,-0.007318027111486966
71.65551839464882,-0.0061372001382445805
72.40802675585284,-0.004932247009102
73.16053511705687,-0.0037079045562288704
73.91304347826087,-0.002468985833823803
74.66555183946488,-0.001220361197353653
75.41806020066889,3.306084246633817e-05
76.17056856187291,0.0012863529156857056
76.92307692307693,0.0025345881632700307
77.67558528428094,0.003772859605243893
78.42809364548495,0.004996299430686578
79.18060200668896,0.00620009813374882
79.93311036789298,0.00737952342046458
80.685618729097,0.00852993881203264
81.43812709030101,0.009646821871435793
82.19063545150502,0.010725781981746752
82.94314381270902,0.011762577606231301
83.69565217391305,0.012753132962397553
84.44816053511707,0.013693554044442776
85.20066889632108,0.014580143931111988
85.95317725752508,0.015409417318790591
86.70568561872909,0.016178114222699817
87.45819397993311,0.016883212792333603
88.21070234113714,0.017521941190757694
88.96321070234114,0.018091788491072004
89.71571906354515,0.018590514547200655
90.46822742474917,0.019016158800206264
91.22073578595318,0.019367047985509728
91.97324414715719,0.01964180271071753
92.72575250836121,0.01983934287819795
93.47826086956522,0.019958891931089576
94.23076923076924,0.01999997990605037
94.98327759197325,0.019962445280746494
95.73578595317726,0.019846435608818266
96.48829431438128,0.019652406939827016
97.24080267558529,0.019381122026463183
97.99331103678931,0.01903364732606329
98.74581939799332,0.01861134880822331
99.49832775919732,0.01811588658498918
100.25083612040135,0.01754920838473395
101.00334448160535,0.016913541895376645
101.75585284280938,0.01621138600704261
102.50836120401338,0.015445500988591685
103.26086956521739,0.014618897636631547
104.01337792642141,0.013734825439672808
104.76588628762542,0.012796759803954635
105.51839464882944,0.011808388391156867
106.27090301003345,0.010773596621708376
107.02341137123746,0.009696452400678455
107.77591973244148,0.008581190126297388
108.52842809364549,0.00743219404396967
109.28093645484951,0.006253981011218188
110.03344481605352,0.005051182741312517
110.78595317725753,0.003828527595384303
111.53846153846155,0.002590821994607749
112.29096989966555,0.0013429315255173155
113.04347826086958,8.976181274198451e-05
113.79598662207358,-0.001163760765648419
114.54849498327759,-0.002412708444366975
115.30100334448161,-0.0036521714425582145
116.05351170568562,-0.004877277264690455
116.80602006688964,-0.006083209854766056
117.55852842809365,-0.007265228528450032
118.31103678929766,-0.008418686608508764
119.06354515050168,-0.009539049689957857
119.81605351170569,-0.010621913462501709
120.56856187290971,-0.011663021019102684
121.32107023411372,-0.012658279580705352
122.07357859531773,-0.013603776568019145
122.82608695652175,-0.014495794951457629
123.57859531772576,-0.015330827809262313
124.33110367892978,-0.016105592020615955
125.08361204013379,-0.01681704101384802
125.8361204013378,-0.01746237647771078
126.58862876254182,-0.01803905892337951
127.34113712374582,-0.018544816952427122
128.09364548494983,-0.018977655036285027
128.84615384615387,-0.019335859538710826
129.59866220735785,-0.01961800260578408
130.35117056856188,-0.019822943397314
131.1036789297659,-0.019949825927089652
131.8561872909699,-0.019998072504216955
132.60869565217394,-0.01996737141176529
133.36120401337791,-0.01985765701335191
134.11371237458195,-0.019669079941465512
134.86622073578596,-0.019401964403755186
135.61872909698997,-0.01905674897410835
136.371237458194,-0.018633906568688477
137.12374581939798,-0.018133838730777292
137.87625418060202,-0.017556738989072732
138.62876254180603,-0.016902420081350594
139.38127090301003,-0.016170100458945562
140.13377926421407,-0.015358146947881025
140.88628762541805,-0.014463772990621819
141.63879598662209,-0.013482695757153542
142.3913043478261,-0.012408760756669992
143.1438127090301,-0.011233549438705184
143.89632107023414,-0.009945993494907953
144.64882943143812,-0.008532028760502746
145.40133779264215,-0.006974331070291496
146.15384615384616,-0.0052521851296950285
146.90635451505017,-0.003341544097273948
147.6588628762542,-0.0012153405946998186
148.41137123745818,0.0011558923730072956
149.16387959866222,0.0038030411144515702
149.91638795986623,0.0067570390398635286
150.66889632107024,0.010047095408157378
151.42140468227427,0.013698551335998083
152.17391304347825,0.017730429307308507
152.9264214046823,0.022152786079787132
153.6789297658863,0.026964022303000525
154.4314381270903,0.03214834043598298
155.1839464882943,0.037673570277257595
155.93645484949835,0.04348959331221077
156.68896321070235,0.0495275887112544
157.44147157190636,0.055700292360906276
158.19397993311037,0.06190340524715501
158.94648829431438,0.06801821104905155
159.6989966555184,0.07391537003908388
160.45150501672242,0.07945975506182396
161.20401337792643,0.08451609519086685
161.95652173913044,0.08895510432657794
162.70903010033445,0.09265970586942089
163.46153846153848,0.09553092940426026
164.2140468227425,0.09749305687928922
164.9665551839465,0.09849763604171341
165.7190635451505,0.09852605557506869
166.4715719063545,0.09759048292589376
167.22408026755855,0.09573309211319309
167.97658862876256,0.09302364239538517
168.72909698996656,0.08955559615203044
169.48160535117057,0.08544107309105302
170.23411371237458,0.08080501755333165
170.98662207357862,0.07577899936037913
171.73913043478262,0.07049507362416652
172.49163879598663,0.06508009282187426
173.24414715719064,0.05965080074279117
173.99665551839465,0.05430995114774287
174.74916387959868,0.04914359442636733
175.5016722408027,0.044219573901412366
176.2541806020067,0.03958717956074986
177.0066889632107,0.035277828841762254
177.7591973244147,0.03130658699841052
178.51170568561875,0.02767430601758298
179.26421404682276,0.024370150715926013
180.01672240802677,0.02137429090312932
180.76923076923077,0.018660565025240175
181.52173913043478,0.016198958262412026
182.27424749163882,0.013957781229160696
183.02675585284283,0.011905479242026996
183.77926421404683,0.01001204252020409
184.53177257525084,0.008250021781215502
185.28428093645485,0.0065951798381175385
186.03678929765888,0.005026827496535651
186.7892976588629,0.0035279017297424075
187.5418060200669,0.0020848468908833753
188.2943143812709,0.0006873571062124778
189.04682274247492,-0.0006719683828524386
189.79933110367895,-0.001998013736680951
190.55183946488296,-0.003293545132845
191.30434782608697,-0.00455959496066156
192.05685618729098,-0.005795815400695563
192.80936454849498,-0.007000792180086993
193.56187290969902,-0.008172314769544015
194.31438127090303,-0.009307603275872786
195.06688963210703,-0.010403494937668727
195.81939799331104,-0.011456594676103087
196.57190635451505,-0.0124633948381182
197.3244147157191,-0.013420369338235736
198.0769230769231,-0.014324047070715334
198.8294314381271,-0.015171068899070076
199.5819397993311,-0.0159582318654731
200.33444816053512,-0.01668252358922555
201.08695652173915,-0.01734114919842301
201.83946488294316,-0.01793155259316246
202.59197324414717,-0.018451433383928482
203.34448160535118,-0.018898760484388228
204.09698996655518,-0.019271783055431476
204.84949832775922,-0.01956903928499536
205.60200668896323,-0.019789363333094244
206.35451505016724,-0.019931890661247002
207.10702341137124,-0.019996061889370878
207.85953177257525,-0.019981625272265807
208.6120401337793,-0.019888637854968274
209.3645484949833,-0.0197174653461125
210.1170568561873,-0.019468780737005476
